,rgi_id,t_star,mu_star,prcp_fac,bias,err_perc
0,RGI50-11.00884-2,,15.25,0.35000000000000003,0.027870537967763398,-0.5678005418117481
0,RGI50-11.00892-0,,7.75,0.15000000000000002,0.002117719371142451,-0.17196818020132287
0,RGI50-11.00892-1,,50.5,0.7500000000000002,0.029241537389479526,-0.6390193247647544
0,RGI50-11.00899,,37.75,0.5500000000000002,0.011075364176576908,-0.5917321121178261
0,RGI50-11.00906,,44.25,0.8500000000000002,0.003503452302166873,-0.2820315810657969
0,RGI50-11.00907-0,,6.5,0.2500000000000001,0.02949810669254068,-1.2135245435853634
0,RGI50-11.00907-1,,22.0,0.35000000000000003,0.05385945761836477,-1.639768280221548
0,RGI50-11.00911-0,,12.25,0.2500000000000001,2.244673596261685e-06,-0.0246783640270063
0,RGI50-11.00911-1,,45.5,1.2500000000000002,0.0008613463621544812,-0.4834245248578992
0,RGI50-11.00913,,13.75,0.2500000000000001,0.0037765803868473,-0.5943316082903373
0,RGI50-11.00918,,64.0,1.1500000000000004,0.3065606955343783,-2.4985525055892577
0,RGI50-11.00923-0,,75.75,1.4500000000000004,0.0010779698316086119,-0.15297945621332054
0,RGI50-11.00923-1,,10.25,0.2500000000000001,0.01588276299367966,-0.587209180966463
